ID,CLASS
ISIC_0033339,2
ISIC_0055199,2
ISIC_0067551,2
ISIC_0015363,2
ISIC_0059938,2
ISIC_0025838,2
ISIC_0025045,2
ISIC_0030582,2
ISIC_0034154,2
ISIC_0025312,2
ISIC_0027601,2
ISIC_0073069,2
ISIC_0063850,2
ISIC_0070778,2
ISIC_0061059,5
ISIC_0061824,5
ISIC_0059212,2
ISIC_0030898,2
ISIC_0054756,1
ISIC_0025675,2
ISIC_0055554,5
ISIC_0058010,5
ISIC_0058539,1
ISIC_0073027,2
ISIC_0062261,2
ISIC_0011336,2
ISIC_0001372,2
ISIC_0072742,2
ISIC_0062706,2
ISIC_0031533,2
ISIC_0024439,2
ISIC_0064159,1
ISIC_0027328,5
ISIC_0057009,5
ISIC_0066864,2
ISIC_0024817,2
ISIC_0062355,2
ISIC_0031160,2
ISIC_0033473,2
ISIC_0000523,5
ISIC_0032671,2
ISIC_0030362,2
ISIC_0000044,1
ISIC_0070365,5
ISIC_0010000,2
ISIC_0069529,2
ISIC_0029834,2
ISIC_0029049,1
ISIC_0058443,1
ISIC_0055107,2
ISIC_0063683,2
ISIC_0054305,2
ISIC_0065746,1
ISIC_0031953,2
ISIC_0031449,2
ISIC_0071954,2
ISIC_0027252,2
ISIC_0055460,1
ISIC_0054662,5
ISIC_0026050,2
ISIC_0056026,2
ISIC_0068432,2
ISIC_0054535,2
ISIC_0031084,2
ISIC_0014055,2
ISIC_0068928,1
ISIC_0025171,2
ISIC_0069357,2
ISIC_0027462,2
ISIC_0028435,2
ISIC_0070281,1
ISIC_0031279,2
ISIC_0064189,2
ISIC_0034184,2
ISIC_0030552,1
ISIC_0029484,2
ISIC_0071230,1
ISIC_0033243,2
ISIC_0010357,2
ISIC_0026349,2
ISIC_0069319,2
ISIC_0013121,2
ISIC_0071757,2
ISIC_0032526,2
ISIC_0069483,1
ISIC_0071101,1
ISIC_0059494,1
ISIC_0032370,2
ISIC_0030663,2
ISIC_0000022,2
ISIC_0026078,2
ISIC_0066518,2
ISIC_0059669,2
ISIC_0024871,5
ISIC_0030304,2
ISIC_0031106,1
ISIC_0068703,2
ISIC_0063382,1
ISIC_0060493,2
ISIC_0067233,2
ISIC_0007156,2
ISIC_0026551,2
ISIC_0058425,1
ISIC_0028704,2
ISIC_0056997,1
ISIC_0032659,2
ISIC_0027404,1
ISIC_0028453,2
ISIC_0032294,2
ISIC_0071898,2
ISIC_0072813,1
ISIC_0058895,2
ISIC_0060823,1
ISIC_0071218,2
ISIC_0059017,1
ISIC_0029336,2
ISIC_0073091,2
ISIC_0000188,2
ISIC_0065439,1
ISIC_0070533,1
ISIC_0029185,2
ISIC_0055085,2
ISIC_0030534,2
ISIC_0054933,2
ISIC_0033991,2
ISIC_0061641,2
ISIC_0063352,1
ISIC_0072114,2
ISIC_0060443,1
ISIC_0053513,2
ISIC_0071362,2
ISIC_0027783,1
ISIC_0010205,2
ISIC_0028833,2
ISIC_0027019,2
ISIC_0014149,2
ISIC_0054100,2
ISIC_0059444,2
ISIC_0064741,2
ISIC_0062684,1
ISIC_0069205,2
ISIC_0030954,2
ISIC_0030129,2
ISIC_0056389,1
ISIC_0015985,2
ISIC_0070953,2
ISIC_0065859,2
ISIC_0026698,2
ISIC_0012395,2
ISIC_0069435,2
ISIC_0066462,1
ISIC_0028357,2
ISIC_0057021,1
ISIC_0029928,2
ISIC_0068637,1
ISIC_0030083,2
ISIC_0064416,1
ISIC_0058511,2
ISIC_0065614,2
ISIC_0059713,2
ISIC_0031801,2
ISIC_0060273,2
ISIC_0028483,1
ISIC_0013643,2
ISIC_0032244,1
ISIC_0071848,2
ISIC_0064942,5
ISIC_0057812,2
ISIC_0069686,2
ISIC_0012126,2
ISIC_0030906,1
ISIC_0062931,2
ISIC_0067002,2
ISIC_0056441,2
ISIC_0059416,2
ISIC_0014432,2
ISIC_0055350,1
ISIC_0015357,2
ISIC_0065076,2
ISIC_0033497,2
ISIC_0032426,2
ISIC_0068781,1
ISIC_0063300,5
ISIC_0031337,2
ISIC_0055484,2
ISIC_0029779,2
ISIC_0025842,2
ISIC_0009901,2
ISIC_0056915,2
ISIC_0063980,2
ISIC_0025558,2
ISIC_0015483,2
ISIC_0030452,5
ISIC_0062465,2
ISIC_0033343,2
ISIC_0010257,1
ISIC_0000213,2
ISIC_0028786,2
ISIC_0033869,1
ISIC_0010467,1
ISIC_0033573,2
ISIC_0000423,2
ISIC_0072211,1
ISIC_0065192,1
ISIC_0025368,1
ISIC_0066430,5
ISIC_0028305,2
ISIC_0065321,5
ISIC_0072738,1
ISIC_0031549,2
ISIC_0069100,2
ISIC_0062581,2
ISIC_0058543,2
ISIC_0027635,2
ISIC_0028662,2
ISIC_0026437,2
ISIC_0034160,2
ISIC_0067706,1
ISIC_0029033,2
ISIC_0015949,2
ISIC_0014336,2
ISIC_0061924,1
ISIC_0026299,2
ISIC_0070678,2
ISIC_0012873,2
ISIC_0013596,2
ISIC_0068236,2
ISIC_0064570,2
ISIC_0026857,2
ISIC_0054618,1
ISIC_0024539,2
ISIC_0012527,5
ISIC_0010849,2
ISIC_0057693,2
ISIC_0029280,2
ISIC_0031929,2
ISIC_0000517,2
ISIC_0014185,2
ISIC_0010553,2
ISIC_0033447,2
ISIC_0058889,2
ISIC_0032512,2
ISIC_0024309,2
ISIC_0032288,1
ISIC_0071884,2
ISIC_0000327,2
ISIC_0058593,2
ISIC_0033277,2
ISIC_0064494,1
ISIC_0060042,2
ISIC_0031764,2
ISIC_0030566,2
ISIC_0062805,2
ISIC_0057890,2
ISIC_0025938,2
ISIC_0028401,2
ISIC_0059522,2
ISIC_0067136,2
ISIC_0025422,2
ISIC_0027131,2
ISIC_0056012,5
ISIC_0031901,2
ISIC_0070184,1
ISIC_0069052,2
ISIC_0054357,2
ISIC_0028257,2
ISIC_0032490,2
ISIC_0070379,2
ISIC_0010861,2
ISIC_0033108,2
ISIC_0030619,2
ISIC_0071906,2
ISIC_0031132,2
ISIC_0028899,2
ISIC_0053744,2
ISIC_0060614,2
ISIC_0056190,2
ISIC_0013224,2
ISIC_0055966,2
ISIC_0026831,2
ISIC_0062660,2
ISIC_0071948,1
ISIC_0064368,2
ISIC_0031098,2
ISIC_0013414,2
ISIC_0063735,2
ISIC_0030500,2
ISIC_0061226,2
ISIC_0032013,2
ISIC_0070060,2
ISIC_0000341,2
ISIC_0027683,2
ISIC_0060859,2
ISIC_0031702,2
ISIC_0025390,2
ISIC_0063252,2
ISIC_0060543,2
ISIC_0072869,2
ISIC_0062050,2
ISIC_0058221,2
ISIC_0032820,1
ISIC_0029498,2
ISIC_0034198,2
ISIC_0029982,2
ISIC_0030854,2
ISIC_0072827,5
ISIC_0007235,2
ISIC_0062784,1
ISIC_0058746,2
ISIC_0028034,2
ISIC_0064212,2
ISIC_0014133,1
ISIC_0066701,2
ISIC_0069756,1
ISIC_0071482,2
ISIC_0029236,2
ISIC_0015331,2
ISIC_0032169,2
ISIC_0033196,2
ISIC_0009929,2
ISIC_0031485,2
ISIC_0013793,2
ISIC_0029751,1
ISIC_0059470,2
ISIC_0026706,2
ISIC_0062399,2
ISIC_0029278,2
ISIC_0012722,2
ISIC_0056694,2
ISIC_0008998,1
ISIC_0068280,2
ISIC_0062164,2
ISIC_0030153,2
ISIC_0027187,2
ISIC_0031006,2
ISIC_0029448,2
ISIC_0032270,2
ISIC_0061838,2
ISIC_0000122,2
ISIC_0031561,1
ISIC_0071528,1
ISIC_0072239,1
ISIC_0009599,2
ISIC_0059727,2
ISIC_0026451,2
ISIC_0014703,2
ISIC_0064422,2
ISIC_0059240,2
ISIC_0024425,2
ISIC_0054704,2
ISIC_0025627,2
ISIC_0062080,1
ISIC_0069401,2
ISIC_0014264,1
ISIC_0013639,2
ISIC_0009883,2
ISIC_0033841,2
ISIC_0031919,2
ISIC_0015937,1
ISIC_0031399,2
ISIC_0001242,2
ISIC_0000040,2
ISIC_0033110,2
ISIC_0062636,2
ISIC_0031403,2
ISIC_0055699,1
ISIC_0028881,2
ISIC_0065742,2
ISIC_0067251,2
ISIC_0063687,1
ISIC_0066053,2
ISIC_0069879,2
ISIC_0064540,2
ISIC_0061169,2
ISIC_0068886,2
ISIC_0058277,2
ISIC_0010487,2
ISIC_0026303,2
ISIC_0032791,2
ISIC_0070805,1
ISIC_0033209,2
ISIC_0025388,2
ISIC_0030518,2
ISIC_0026499,2
ISIC_0072871,1
ISIC_0012369,1
ISIC_0061759,1
ISIC_0064617,1
ISIC_0057747,2
ISIC_0025175,2
ISIC_0067106,2
ISIC_0028118,1
ISIC_0028965,2
ISIC_0059846,2
ISIC_0031754,1
ISIC_0062561,1
ISIC_0028682,2
ISIC_0061270,2
ISIC_0030556,2
ISIC_0034180,2
ISIC_0031233,1
ISIC_0072042,2
ISIC_0070551,2
ISIC_0056291,2
ISIC_0071753,2
ISIC_0032522,1
ISIC_0068685,2
ISIC_0013958,2
ISIC_0030031,2
ISIC_0073240,2
ISIC_0014578,2
ISIC_0067935,5
ISIC_0054865,1
ISIC_0059972,2
ISIC_0028851,1
ISIC_0070698,2
ISIC_0055649,1
ISIC_0061344,2
ISIC_0031660,2
ISIC_0024597,1
ISIC_0030978,2
ISIC_0030105,2
ISIC_0032416,2
ISIC_0026084,2
ISIC_0033614,2
ISIC_0072176,2
ISIC_0059468,2
ISIC_0025872,1
ISIC_0061490,2
ISIC_0065046,2
ISIC_0026237,2
ISIC_0024724,1
ISIC_0027848,1
ISIC_0057314,1
ISIC_0032942,2
ISIC_0010229,2
ISIC_0072138,2
ISIC_0057994,2
ISIC_0001292,2
ISIC_0065521,2
ISIC_0034207,2
ISIC_0067032,1
ISIC_0068818,1
ISIC_0069267,2
ISIC_0028505,2
ISIC_0060738,2
ISIC_0028652,2
ISIC_0027605,2
ISIC_0058573,5
ISIC_0032095,2
ISIC_0026407,1
ISIC_0027362,2
ISIC_0069457,1
ISIC_0068655,1
ISIC_0056241,1
ISIC_0059216,2
ISIC_0025996,2
ISIC_0071864,2
ISIC_0062265,2
ISIC_0012939,2
ISIC_0031050,2
ISIC_0072221,2
ISIC_0028186,2
ISIC_0060776,1
ISIC_0071530,5
ISIC_0015283,2
ISIC_0030252,2
ISIC_0013346,2
ISIC_0066954,2
ISIC_0055079,2
ISIC_0025358,2
ISIC_0056768,5
ISIC_0024927,2
ISIC_0062702,2
ISIC_0057797,5
ISIC_0030735,2
ISIC_0033672,2
ISIC_0065293,1
ISIC_0033995,2
ISIC_0025069,2
ISIC_0065509,2
ISIC_0056459,2
ISIC_0069728,2
ISIC_0056943,2
ISIC_0070164,1
ISIC_0025294,1
ISIC_0063631,1
ISIC_0026585,2
ISIC_0032117,1
ISIC_0053559,2
ISIC_0015981,2
ISIC_0063318,1
ISIC_0030950,2
ISIC_0066256,2
ISIC_0009919,2
ISIC_0026736,2
ISIC_0034261,2
ISIC_0068003,1
ISIC_0055661,2
ISIC_0028004,2
ISIC_0072439,2
ISIC_0055986,5
ISIC_0031648,2
ISIC_0069881,1
ISIC_0053843,5
ISIC_0027304,2
ISIC_0028353,2
ISIC_0055536,2
ISIC_0067983,1
ISIC_0063528,1
ISIC_0033871,2
ISIC_0032769,2
ISIC_0067303,2
ISIC_0059717,2
ISIC_0029436,2
ISIC_0057542,2
ISIC_0029685,2
ISIC_0030753,1
ISIC_0033042,2
ISIC_0028487,2
ISIC_0056094,2
ISIC_0061512,2
ISIC_0063001,2
ISIC_0031036,1
ISIC_0057296,2
ISIC_0070754,2
ISIC_0029478,2
ISIC_0069965,1
ISIC_0055862,2
ISIC_0030980,2
ISIC_0064795,2
ISIC_0030667,2
ISIC_0071105,2
ISIC_0061141,2
ISIC_0065597,1
ISIC_0053774,5
ISIC_0062337,2
ISIC_0032613,1
ISIC_0027719,2
ISIC_0069851,2
ISIC_0054329,1
ISIC_0064041,2
ISIC_0014360,2
ISIC_0028267,2
ISIC_0067750,2
ISIC_0009987,2
ISIC_0033945,2
ISIC_0000068,2
ISIC_0029298,2
ISIC_0066848,1
ISIC_0058421,2
ISIC_0026555,2
ISIC_0068260,2
ISIC_0026198,2
ISIC_0024311,2
ISIC_0030783,2
ISIC_0067160,2
ISIC_0065473,2
ISIC_0056523,2
ISIC_0028457,2
ISIC_0066362,2
ISIC_0071586,2
ISIC_0026365,2
ISIC_0056044,2
ISIC_0014037,1
ISIC_0025474,1
ISIC_0029181,2
ISIC_0071735,2
ISIC_0030057,2
ISIC_0028383,1
ISIC_0014284,2
ISIC_0067449,2
ISIC_0014079,2
ISIC_0027954,2
ISIC_0055081,2
ISIC_0031732,2
ISIC_0033221,2
ISIC_0060869,2
ISIC_0070050,1
ISIC_0064789,2
ISIC_0033917,2
ISIC_0069557,2
ISIC_0033397,2
ISIC_0011081,2
ISIC_0026507,1
ISIC_0013592,2
ISIC_0068232,1
ISIC_0012877,2
ISIC_0059996,2
ISIC_0013208,2
ISIC_0069283,2
ISIC_0031437,2
ISIC_0063400,2
ISIC_0064820,2
ISIC_0026853,1
ISIC_0059358,1
ISIC_0025258,1
ISIC_0024827,2
ISIC_0028086,2
ISIC_0033443,1
ISIC_0063167,2
ISIC_0029284,2
ISIC_0068956,2
ISIC_0025972,2
ISIC_0069329,2
ISIC_0061723,2
ISIC_0024497,2
ISIC_0031207,2
ISIC_0012313,2
ISIC_0071200,2
ISIC_0065692,2
ISIC_0032071,2
ISIC_0031760,2
ISIC_0062555,2
ISIC_0010367,2
ISIC_0056058,2
ISIC_0026379,2
ISIC_0031887,1
ISIC_0025468,2
ISIC_0028951,2
ISIC_0029607,2
ISIC_0016011,2
ISIC_0025141,2
ISIC_0070831,2
ISIC_0067455,2
ISIC_0056016,2
ISIC_0026337,2
ISIC_0027948,2
ISIC_0055354,2
ISIC_0056445,1
ISIC_0062935,2
ISIC_0026883,2
ISIC_0059388,1
ISIC_0030902,2
ISIC_0066884,1
ISIC_0053811,1
ISIC_0069734,1
ISIC_0055633,2
ISIC_0027001,2
ISIC_0004115,2
ISIC_0064270,2
ISIC_0026203,2
ISIC_0029254,5
ISIC_0015353,2
ISIC_0014478,2
ISIC_0070451,2
ISIC_0012227,2
ISIC_0028782,2
ISIC_0063663,1
ISIC_0030456,2
ISIC_0029580,2
ISIC_0059946,1
ISIC_0026680,2
ISIC_0011306,2
ISIC_0072772,2
ISIC_0027482,2
ISIC_0070261,2
ISIC_0010104,2
ISIC_0024409,1
ISIC_0072895,1
ISIC_0058813,2
ISIC_0014248,1
ISIC_0069937,1
ISIC_0061540,2
ISIC_0072215,1
ISIC_0066687,1
ISIC_0012170,2
ISIC_0031064,2
ISIC_0027998,1
ISIC_0054881,5
ISIC_0071850,5
ISIC_0012459,1
ISIC_0062778,1
ISIC_0026154,2
ISIC_0026929,2
ISIC_0057077,2
ISIC_0058020,5
ISIC_0025645,2
ISIC_0056712,2
ISIC_0061294,2
ISIC_0073059,1
ISIC_0028981,2
ISIC_0055799,2
ISIC_0070963,1
ISIC_0059113,1
ISIC_0068550,2
ISIC_0025574,2
ISIC_0029755,2
ISIC_0059474,1
ISIC_0030683,2
ISIC_0013797,2
ISIC_0069235,1
ISIC_0062953,2
ISIC_0030430,2
ISIC_0032123,2
ISIC_0057492,2
ISIC_0024738,2
ISIC_0064258,2
ISIC_0014179,2
ISIC_0014904,2
ISIC_0028803,2
ISIC_0027029,2
ISIC_0025820,2
ISIC_0009963,2
ISIC_0063362,2
ISIC_0029081,2
ISIC_0053523,2
ISIC_0031355,2
ISIC_0064468,2
ISIC_0032089,2
ISIC_0031002,2
ISIC_0060724,2
ISIC_0027183,2
ISIC_0058792,2
ISIC_0070207,2
ISIC_0030767,2
ISIC_0013673,2
ISIC_0057822,2
ISIC_0029956,2
ISIC_0027657,2
ISIC_0055818,2
ISIC_0068360,2
ISIC_0034102,2
ISIC_0033845,2
ISIC_0030729,2
ISIC_0027330,2
ISIC_0025623,2
ISIC_0062084,1
ISIC_0068607,2
ISIC_0065343,1
ISIC_0029165,2
ISIC_0029918,2
ISIC_0059617,1
ISIC_0029536,2
ISIC_0054353,2
ISIC_0014633,2
ISIC_0071418,2
ISIC_0063932,2
ISIC_0063428,1
ISIC_0056327,2
ISIC_0026006,2
ISIC_0072989,1
ISIC_0064075,2
ISIC_0064808,2
ISIC_0029578,2
ISIC_0069865,1
ISIC_0063101,2
ISIC_0054487,5
ISIC_0032627,2
ISIC_0031136,2
ISIC_0072347,1
ISIC_0034285,2
ISIC_0061175,5
ISIC_0010056,2
ISIC_0033142,2
ISIC_0072620,2
ISIC_0062664,5
ISIC_0015118,2
ISIC_0062983,1
ISIC_0025394,2
ISIC_0070819,2
ISIC_0071266,2
ISIC_0014830,1
ISIC_0033895,1
ISIC_0026678,2
ISIC_0033772,2
ISIC_0061745,2
ISIC_0013177,2
ISIC_0072539,2
ISIC_0057272,2
ISIC_0028104,2
ISIC_0025440,2
ISIC_0069666,2
ISIC_0015201,1
ISIC_0029306,2
ISIC_0028463,2
ISIC_0055206,2
ISIC_0067154,2
ISIC_0063582,1
ISIC_0065447,2
ISIC_0029098,1
ISIC_0030933,2
ISIC_0029702,2
ISIC_0034202,2
ISIC_0065043,1
ISIC_0056113,1
ISIC_0029265,2
ISIC_0028067,2
ISIC_0033338,1
ISIC_0000268,2
ISIC_0033611,2
ISIC_0070460,2
ISIC_0027283,1
ISIC_0032389,5
ISIC_0071985,2
ISIC_0009934,2
ISIC_0024888,2
ISIC_0071305,5
ISIC_0000226,2
ISIC_0062450,2
ISIC_0064925,2
ISIC_0057875,2
ISIC_0031532,2
ISIC_0068184,2
ISIC_0062260,2
ISIC_0031055,2
ISIC_0028183,2
ISIC_0070737,1
ISIC_0010452,2
ISIC_0071535,5
ISIC_0058538,2
ISIC_0064116,2
ISIC_0072097,2
ISIC_0026165,2
ISIC_0015035,2
ISIC_0033812,2
ISIC_0025993,2
ISIC_0025489,2
ISIC_0033292,2
ISIC_0034155,2
ISIC_0032090,1
ISIC_0024542,2
ISIC_0067733,2
ISIC_0066531,2
ISIC_0057172,2
ISIC_0028204,2
ISIC_0032359,2
ISIC_0014983,2
ISIC_0065747,2
ISIC_0061391,2
ISIC_0068203,2
ISIC_0024858,2
ISIC_0069001,1
ISIC_0057415,2
ISIC_0014664,2
ISIC_0029048,2
ISIC_0030604,2
ISIC_0001247,2
ISIC_0071166,2
ISIC_0011203,2
ISIC_0027587,1
ISIC_0060320,2
ISIC_0033968,1
ISIC_0031406,2
ISIC_0066782,1
